,Age,Attrition,BusinessTravel,DailyRate,DistanceFromHome,Education,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative
301,18,False,2.0,812,10,3,1,411,4,0,69,2,1,3,Single,1200,9724,1,True,False,12,3,1,80,0,0,2,3,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
302,28,False,2.0,1476,16,2,1,412,2,1,68,4,2,1,Single,5661,4824,0,True,False,19,3,3,80,0,9,2,3,8,3,0,7,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
303,31,False,2.0,218,7,3,1,416,2,1,100,4,2,4,Married,6929,12241,4,True,False,11,3,2,80,1,10,3,2,8,7,7,7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
304,39,False,2.0,1132,1,3,1,417,3,1,48,4,3,4,Divorced,9613,10942,0,True,False,17,3,1,80,3,19,5,2,18,10,3,7,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305,36,False,0.0,1105,24,4,1,419,2,0,47,3,2,2,Married,5674,6927,7,True,False,15,3,3,80,1,11,3,3,9,8,0,8,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
306,32,False,2.0,906,7,3,1,420,4,1,91,2,2,3,Married,5484,16985,1,True,False,14,3,3,80,1,13,3,2,13,8,4,8,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
307,38,False,2.0,849,25,2,1,421,1,0,81,2,3,2,Married,12061,26707,3,True,False,17,3,3,80,1,19,2,3,10,8,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
308,58,False,0.0,390,1,4,1,422,4,1,32,1,2,3,Divorced,5660,17056,2,True,True,13,3,4,80,1,12,2,3,5,3,1,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
309,31,False,2.0,691,5,4,1,423,3,1,86,3,1,4,Married,4821,10077,0,True,True,12,3,3,80,1,6,4,3,5,2,0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
310,31,False,2.0,106,2,3,1,424,1,1,62,2,2,1,Married,6410,17822,3,True,False,12,3,4,80,0,9,1,3,2,2,1,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311,45,False,1.0,1249,7,3,1,425,1,1,97,3,3,1,Divorced,5210,20308,1,True,False,18,3,1,80,1,24,2,3,24,9,9,11,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
312,31,False,2.0,192,2,4,1,426,3,1,32,3,1,4,Divorced,2695,7747,0,True,True,18,3,2,80,1,3,2,1,2,2,2,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
313,33,False,1.0,553,5,4,1,428,4,0,74,3,3,2,Married,11878,23364,6,True,False,11,3,2,80,2,12,2,3,10,6,8,8,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
314,39,False,2.0,117,10,1,1,429,3,1,99,3,4,1,Married,17068,5355,1,True,True,14,3,4,80,0,21,3,3,21,9,11,10,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
315,43,False,1.0,185,10,4,1,430,3,0,33,3,1,4,Single,2455,10675,0,True,False,19,3,1,80,0,9,5,3,8,7,1,7,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
316,49,False,2.0,1091,1,2,1,431,3,0,90,2,4,3,Single,13964,17810,7,True,True,12,3,4,80,0,25,2,3,7,1,0,7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
317,52,True,2.0,723,8,4,1,433,3,1,85,2,2,2,Married,4941,17747,2,True,False,15,3,1,80,0,11,3,2,8,2,7,7,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
318,27,False,2.0,1220,5,3,1,434,3,0,85,3,1,2,Single,2478,20938,1,True,True,12,3,2,80,0,4,2,2,4,3,1,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
319,32,False,2.0,588,8,2,1,436,3,0,65,2,2,2,Married,5228,24624,1,True,True,11,3,4,80,0,13,2,3,13,12,11,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
320,27,False,2.0,1377,2,3,1,437,4,1,74,3,2,3,Single,4478,5242,1,True,True,11,3,1,80,0,5,3,3,5,4,0,4,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
321,31,False,2.0,691,7,3,1,438,4,1,73,3,2,4,Divorced,7547,7143,4,True,False,12,3,4,80,3,13,3,3,7,7,1,7,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
322,32,False,2.0,1018,2,4,1,439,1,0,74,4,2,4,Single,5055,10557,7,True,False,16,3,3,80,0,10,0,2,7,7,0,7,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
323,28,True,2.0,1157,2,4,1,440,1,1,84,1,1,4,Married,3464,24737,5,True,True,13,3,4,80,0,5,4,2,3,2,2,2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
324,30,False,2.0,1275,28,2,1,441,4,0,64,3,2,4,Married,5775,11934,1,True,False,13,3,4,80,2,11,2,3,10,8,1,9,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
325,31,False,1.0,798,7,2,1,442,3,0,48,2,3,3,Married,8943,14034,1,True,False,24,4,1,80,1,10,2,3,10,9,8,9,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
326,39,False,1.0,672,7,2,1,444,3,1,54,2,5,4,Married,19272,21141,1,True,False,15,3,1,80,1,21,2,3,21,9,13,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
327,39,True,2.0,1162,3,2,1,445,4,0,41,3,2,3,Married,5238,17778,4,True,True,18,3,1,80,0,12,3,2,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
328,33,False,1.0,508,10,3,1,446,2,1,46,2,2,4,Single,4682,4317,3,True,False,14,3,3,80,0,9,6,2,7,7,0,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
329,47,False,2.0,1482,5,5,1,447,4,1,42,3,5,3,Married,18300,16375,4,True,False,11,3,2,80,1,21,2,3,3,2,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
330,43,False,1.0,559,10,4,1,448,3,0,82,2,2,3,Divorced,5257,6227,1,True,False,11,3,2,80,1,9,3,4,9,7,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
331,27,False,0.0,210,1,1,1,449,3,1,73,3,2,2,Married,6349,22107,0,True,True,13,3,4,80,1,6,0,3,5,4,1,4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
332,54,False,1.0,928,20,4,1,450,4,0,31,3,2,3,Single,4869,16885,3,True,False,12,3,4,80,0,20,4,2,4,3,0,3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
333,43,False,2.0,1001,7,3,1,451,3,0,43,3,3,1,Married,9985,9262,8,True,False,16,3,1,80,1,10,1,2,1,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
334,45,False,2.0,549,8,4,1,452,4,1,75,3,2,4,Married,3697,9278,9,True,False,14,3,1,80,2,12,3,3,10,9,9,8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
335,40,False,2.0,1124,1,2,1,453,2,1,57,1,2,4,Married,7457,13273,2,True,True,22,4,3,80,3,6,2,2,4,3,0,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
336,29,True,2.0,318,8,4,1,454,2,1,77,1,1,1,Married,2119,4759,1,True,True,11,3,4,80,0,7,4,2,7,7,0,7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
337,29,False,2.0,738,9,5,1,455,2,1,30,2,1,4,Single,3983,7621,0,True,False,17,3,3,80,0,4,2,3,3,2,2,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
338,30,False,2.0,570,5,3,1,456,4,0,30,2,2,3,Divorced,6118,5431,1,True,False,13,3,3,80,3,10,2,3,10,9,1,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
339,27,False,2.0,1130,8,4,1,458,2,0,56,3,2,2,Married,6214,3415,1,True,False,18,3,1,80,1,8,3,3,8,7,0,7,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
340,37,False,2.0,1192,5,2,1,460,4,1,61,3,2,4,Divorced,6347,23177,7,True,False,16,3,3,80,2,8,2,2,6,2,0,4,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
341,38,False,2.0,343,15,2,1,461,3,1,92,2,3,4,Divorced,11510,15682,0,True,True,14,3,2,80,1,12,3,3,11,10,2,9,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
342,31,False,2.0,1232,7,4,1,462,3,0,39,3,3,4,Single,7143,25713,1,True,True,14,3,3,80,0,11,2,2,11,9,4,10,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
343,29,False,2.0,144,10,1,1,463,4,0,39,2,2,2,Divorced,8268,11866,1,True,True,14,3,1,80,2,7,2,3,7,7,1,7,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
344,35,False,2.0,1296,5,4,1,464,3,1,62,3,3,2,Single,8095,18264,0,True,False,13,3,4,80,0,17,5,3,16,6,0,13,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
345,23,False,2.0,1309,26,1,1,465,3,1,83,3,1,4,Divorced,2904,16092,1,True,False,12,3,3,80,2,4,2,2,4,2,0,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
346,41,False,2.0,483,6,3,1,466,4,1,95,2,2,2,Single,6032,10110,6,True,True,15,3,4,80,0,8,3,3,5,4,1,2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
347,47,False,1.0,1309,4,1,1,467,2,1,99,3,2,3,Single,2976,25751,3,True,False,19,3,1,80,0,5,3,3,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
348,42,False,2.0,810,23,5,1,468,1,0,44,3,4,4,Single,15992,15901,2,True,False,14,3,2,80,0,16,2,3,1,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
349,29,False,0.0,746,2,3,1,469,4,1,61,3,2,3,Married,4649,16928,1,True,False,14,3,1,80,1,4,3,2,4,3,0,2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
350,42,False,2.0,544,2,1,1,470,3,1,52,3,1,3,Divorced,2696,24017,0,True,True,11,3,3,80,1,4,5,3,3,2,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
351,32,False,2.0,1062,2,3,1,471,3,0,75,3,1,2,Married,2370,3956,1,True,False,13,3,3,80,1,8,4,3,8,0,0,7,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
352,48,False,2.0,530,29,1,1,473,1,0,91,3,3,3,Married,12504,23978,3,True,False,21,4,2,80,1,15,3,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
353,37,False,2.0,1319,6,3,1,474,3,1,51,4,2,1,Divorced,5974,17001,4,True,True,13,3,1,80,2,13,2,3,7,7,6,7,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
354,30,False,0.0,641,25,2,1,475,4,0,85,3,2,3,Married,4736,6069,7,True,True,12,3,2,80,1,4,2,4,2,2,2,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
355,26,False,2.0,933,1,3,1,476,3,1,57,3,2,3,Married,5296,20156,1,True,False,17,3,2,80,1,8,3,3,8,7,7,7,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
356,42,False,2.0,1332,2,4,1,477,1,1,98,2,2,4,Single,6781,17078,3,True,False,23,4,2,80,0,14,6,3,1,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
357,21,True,1.0,756,1,1,1,478,1,0,99,2,1,2,Single,2174,9150,1,True,True,11,3,3,80,0,3,3,3,3,2,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
358,36,False,0.0,845,1,5,1,479,4,0,45,3,2,4,Single,6653,15276,4,True,False,15,3,2,80,0,7,6,3,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
359,36,False,1.0,541,3,4,1,481,1,1,48,2,3,4,Married,9699,7246,4,True,False,11,3,1,80,1,16,2,3,13,9,1,12,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
360,57,False,2.0,593,1,4,1,482,4,1,88,3,2,3,Married,6755,2967,2,True,False,11,3,3,80,0,15,2,3,3,2,1,2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
361,40,False,2.0,1171,10,4,1,483,4,0,46,4,1,3,Married,2213,22495,3,True,True,13,3,3,80,1,10,3,3,7,7,1,7,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
362,21,False,0.0,895,9,2,1,484,1,1,39,3,1,4,Single,2610,2851,1,True,False,24,4,3,80,0,3,3,2,3,2,2,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
363,33,True,2.0,350,5,3,1,485,4,0,34,3,1,3,Single,2851,9150,1,True,True,13,3,2,80,0,1,2,3,1,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
364,37,False,2.0,921,10,3,1,486,3,0,98,3,1,1,Married,3452,17663,6,True,False,20,4,2,80,1,17,3,3,5,4,0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
365,46,False,0.0,1144,7,4,1,487,3,0,30,3,2,3,Married,5258,16044,2,True,False,14,3,3,80,0,7,2,4,1,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
366,41,True,1.0,143,4,3,1,488,1,1,56,3,2,2,Single,9355,9558,1,True,False,18,3,3,80,0,8,5,3,8,7,7,7,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
367,50,False,2.0,1046,10,3,1,491,4,1,100,2,3,4,Single,10496,2755,6,True,False,15,3,4,80,0,20,2,3,4,3,1,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
368,40,True,2.0,575,22,2,1,492,3,1,68,2,2,3,Married,6380,6110,2,True,True,12,3,1,80,2,8,6,3,6,4,1,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
369,31,False,2.0,408,9,4,1,493,3,1,42,2,1,2,Single,2657,7551,0,True,True,16,3,4,80,0,3,5,3,2,2,2,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
370,21,True,2.0,156,12,3,1,494,3,0,90,4,1,2,Single,2716,25422,1,True,False,15,3,4,80,0,1,0,3,1,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
371,29,False,2.0,1283,23,3,1,495,4,1,54,3,1,4,Single,2201,18168,9,True,False,16,3,4,80,0,6,4,3,3,2,1,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
372,35,False,2.0,755,9,4,1,496,3,1,97,2,2,2,Single,6540,19394,9,True,False,19,3,3,80,0,10,5,3,1,1,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
373,27,False,2.0,1469,1,2,1,497,4,1,82,3,1,2,Divorced,3816,17881,1,True,False,11,3,2,80,1,5,2,3,5,2,0,4,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
374,28,False,2.0,304,9,4,1,498,2,1,92,3,2,4,Single,5253,20750,1,True,False,16,3,4,80,0,7,1,3,7,5,0,7,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
375,49,False,2.0,1261,7,3,1,499,2,1,31,2,3,3,Single,10965,12066,8,True,False,24,4,3,80,0,26,2,3,5,2,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
376,51,False,2.0,1178,14,2,1,500,3,0,87,3,2,4,Married,4936,14862,4,True,False,11,3,3,80,1,18,2,2,7,7,0,7,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
377,36,False,2.0,329,2,3,1,501,4,0,96,3,1,3,Married,2543,11868,4,True,False,13,3,2,80,1,6,3,3,2,2,2,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
378,34,True,0.0,1362,19,3,1,502,1,1,67,4,2,4,Single,5304,4652,8,True,True,13,3,2,80,0,9,3,2,5,2,0,4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
379,55,False,2.0,1311,2,3,1,505,3,0,97,3,4,4,Single,16659,23258,2,True,True,13,3,3,80,0,30,2,3,5,4,1,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
380,24,False,2.0,1371,10,4,1,507,4,0,77,3,2,3,Divorced,4260,5915,1,True,True,12,3,4,80,1,5,2,4,5,2,0,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
381,30,False,2.0,202,2,1,1,508,3,1,72,3,1,2,Married,2476,17434,1,True,False,18,3,1,80,1,1,3,3,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
382,26,True,1.0,575,3,1,1,510,3,1,73,3,1,1,Single,3102,6582,0,True,False,22,4,3,80,0,7,2,3,6,4,0,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
383,22,False,2.0,253,11,3,1,511,1,0,43,3,1,2,Married,2244,24440,1,True,False,13,3,4,80,1,2,1,3,2,1,1,2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
384,36,False,2.0,164,2,2,1,513,2,1,61,2,3,3,Married,7596,3809,1,True,False,13,3,2,80,2,10,2,3,10,9,9,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
385,30,True,1.0,464,4,3,1,514,3,1,40,3,1,4,Single,2285,3427,9,True,True,23,4,3,80,0,3,4,3,1,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
386,37,False,2.0,1107,14,3,1,515,4,0,95,3,1,1,Divorced,3034,26914,1,True,False,12,3,3,80,1,18,2,2,18,7,12,17,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
387,40,False,2.0,759,2,2,1,516,4,0,46,3,2,2,Divorced,5715,22553,7,True,False,12,3,3,80,2,8,5,3,5,4,1,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
388,42,False,2.0,201,1,4,1,517,2,0,95,3,1,1,Divorced,2576,20490,3,True,False,16,3,2,80,1,8,5,3,5,2,1,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
389,37,False,2.0,1305,10,4,1,518,3,1,49,3,2,2,Single,4197,21123,2,True,True,12,3,4,80,0,18,2,2,1,0,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
390,43,False,2.0,982,12,3,1,520,1,1,59,2,4,2,Divorced,14336,4345,1,True,False,11,3,3,80,1,25,3,3,25,10,3,9,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
391,40,False,2.0,555,2,3,1,521,2,0,78,2,2,3,Married,3448,13436,6,True,False,22,4,2,80,1,20,3,3,1,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
392,54,False,2.0,821,5,2,1,522,1,1,86,3,5,1,Married,19406,8509,4,True,False,11,3,3,80,1,24,4,2,4,2,1,2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
393,34,False,0.0,1381,4,4,1,523,3,0,72,3,2,3,Married,6538,12740,9,True,False,15,3,1,80,1,6,3,3,3,2,1,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
394,31,False,2.0,480,7,2,1,524,2,0,31,3,2,1,Married,4306,4156,1,True,False,12,3,2,80,1,13,5,1,13,10,3,12,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
